"Row","Paper","Cohort","Title","Aim","Year","DOI","Country","Condition","Male_age","Data_from","Trait_description","Trait","Broad_trait","Dura_min","Dura_max","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","sd_1","sd_2","sd_3","sd_4","sd_5","sd_6","sd_7","sd_8","sd_9","sd_10","sd_11","sd_12","sd_13","sd_14","sd_15","sd_16","sd_17","se_1","se_2","se_3","se_4","se_5","se_6","se_7","se_8","se_9","se_10","se_11","se_12","se_13","se_14","se_15","se_16","se_17","n_1","n_2","n_3","n_4","n_5","n_6","n_7","n_8","n_9","n_10","n_11","n_12","n_13","n_14","n_15","n_16","n_17","Nsamples_1","Nsamples_2","Nsamples_3","Nsamples_4","N_unique_males","N_total","N_test","Test_stat","Value","SE_beta","CI_low_OR","CI_high_OR","Calculation","Multiplier","Sampling","Study_type","Comments","count_data_columns","AgeAs","corr","N_effective","Zrtemp","ZrFinal","VZr"
"RH29","H11","H11A","Changes in Seminal Parameters of Ejaculates after Repeated Ejaculation","Abstinence",1988,"https://doi.org/10.1111/j.1439-0272.1988.tb02363.x","Czech Republic","Infertile",31,"table 1","","Velocity","Sperm performance",0.04,6,0.04,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3147616251021,1.44043736867804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,214,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",0.278431367503831,118.888888888889,0.285980806409679,0.285980806409679,0.00862895493767977
"RH292","H72","H72A","Successful cryptozoospermia management with multiple semen specimen collection","Abstinence",2023,"https://doi.org/10.1016/j.fertnstert.2023.07.019","USA","Infertile",34,"table 3a","% total motility","Motility","Sperm performance",1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,30.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.01,32.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80544589569067,5.17534193098042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,78,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","data from table 3b excluded because it selects the ""best sample"" from the short and long abstinence days, thus might bias the results",2,"Groups02",-0.0423450451226213,43.3333333333333,-0.0423703820609015,-0.0423703820609015,0.0247933884297521
"RH293","H72","H72A","Successful cryptozoospermia management with multiple semen specimen collection","Abstinence",2023,"https://doi.org/10.1016/j.fertnstert.2023.07.019","USA","Infertile",34,"table 3c","% total motility","Motility","Sperm performance",0.042,1,0.042,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.33,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.92,31.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50322634860393,5.4416501065718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,68,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","data from table 3b excluded because it selects the ""best sample"" from the short and long abstinence days, thus might bias the results",2,"Groups02",0.0518163917912794,37.7777777777778,0.0518628412503318,0.0518628412503318,0.0287539936102236
"RH30","H11","H11A","Changes in Seminal Parameters of Ejaculates after Repeated Ejaculation","Abstinence",1988,"https://doi.org/10.1111/j.1439-0272.1988.tb02363.x","Czech Republic","Infertile",31,"table 1","% abnormal","Morphology","Morphology",0.04,6,0.04,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.7,66.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,15.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46943946334941,1.53421080811547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,214,NA,"",NA,NA,NA,NA,"SMD",-1,"Longitudinal","Prospective","",2,"Groups02",-0.0700474858877013,118.888888888889,-0.0701623905280653,0.0701623905280653,0.00862895493767977
"RH302","H77","H77A","The Effects of Short Abstinence Time on Sperm Motility, Morphology and DNA mDamage","Abstinence",2013,"https://www.longdom.org/open-access/the-effects-of-short-abstinence-time-on-sperm-motility-morphology-and-dna-mdamage-8569.html","Thailand","Healthy",22.8,"table 2","% total motility","Motility","Sperm performance",0.75,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.3,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89408127060301,1.88083594703236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,114,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.154939743525693,63.3333333333333,-0.156197758617768,-0.156197758617768,0.0165745856353591
"RH303","H77","H77A","The Effects of Short Abstinence Time on Sperm Motility, Morphology and DNA mDamage","Abstinence",2013,"https://www.longdom.org/open-access/the-effects-of-short-abstinence-time-on-sperm-motility-morphology-and-dna-mdamage-8569.html","Thailand","Healthy",22.8,"table 2","% normal morphlology sperm","Morphology","Morphology",0.75,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.741738119956424,0.463586324972765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,114,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",0.188028063799236,63.3333333333333,0.190292172067447,0.190292172067447,0.0165745856353591
"RH304","H77","H77A","The Effects of Short Abstinence Time on Sperm Motility, Morphology and DNA mDamage","Abstinence",2013,"https://www.longdom.org/open-access/the-effects-of-short-abstinence-time-on-sperm-motility-morphology-and-dna-mdamage-8569.html","Thailand","Healthy",22.8,"table 2","tunel index- dna frag %","DNA damage","Intra-cellular",0.75,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331133089266261,0.582794237108619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,114,NA,"",NA,NA,NA,NA,"SMD",-1,"Longitudinal","Prospective","",2,"Groups02",0.633549352818924,63.3333333333333,0.747323295530083,-0.747323295530083,0.0165745856353591
"RH305","H77","H77A","The Effects of Short Abstinence Time on Sperm Motility, Morphology and DNA mDamage","Abstinence",2013,"https://www.longdom.org/open-access/the-effects-of-short-abstinence-time-on-sperm-motility-morphology-and-dna-mdamage-8569.html","Thailand","Healthy",22.8,"table 3","% total motility","Motility","Sperm performance",0.75,5,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.3,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89408127060301,1.40400429848895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,114,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.113685662400742,63.3333333333333,-0.114179269972487,-0.114179269972487,0.0165745856353591
"RH306","H77","H77A","The Effects of Short Abstinence Time on Sperm Motility, Morphology and DNA mDamage","Abstinence",2013,"https://www.longdom.org/open-access/the-effects-of-short-abstinence-time-on-sperm-motility-morphology-and-dna-mdamage-8569.html","Thailand","Healthy",22.8,"table 3","% normal morphlology sperm","Morphology","Morphology",0.75,5,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.741738119956424,0.490076972114066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,114,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",0.233997911027278,63.3333333333333,0.238414807380989,0.238414807380989,0.0165745856353591
"RH307","H77","H77A","The Effects of Short Abstinence Time on Sperm Motility, Morphology and DNA mDamage","Abstinence",2013,"https://www.longdom.org/open-access/the-effects-of-short-abstinence-time-on-sperm-motility-morphology-and-dna-mdamage-8569.html","Thailand","Healthy",22.8,"table 3","tunel index- dna frag %","DNA damage","Intra-cellular",0.75,5,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331133089266261,0.59603956067927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,114,NA,"",NA,NA,NA,NA,"SMD",-1,"Longitudinal","Prospective","",2,"Groups02",0.578639566993695,63.3333333333333,0.660415059378003,-0.660415059378003,0.0165745856353591
"RH31","H12","H12A","Characterization of the sperm proteome and reproductive outcomes with in vitro fertilization after a reduction in Male ejaculatory abstinence period","Abstinence",2019,"10.1074/mcp.RA117.000541","China","Infertile",32,"figure 3","% viable","Viability","Viability",0.04,7,0.08,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.71,75.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.624,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59920541704576,2.90688837074973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.231943705710111,22.2222222222222,-0.236242709657188,-0.236242709657188,0.0520231213872832
"RH32","H12","H12A","Characterization of the sperm proteome and reproductive outcomes with in vitro fertilization after a reduction in Male ejaculatory abstinence period","Abstinence",2019,"10.1074/mcp.RA117.000541","China","Infertile",32,"figure 3","% normal morphlology sperm","Morphology","Morphology",0.04,7,0.08,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.52,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14,3.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14933894043489,0.889955055044916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.223416361401439,22.2222222222222,-0.227249085673852,-0.227249085673852,0.0520231213872832
"RH320","H81","H81A","Three hour abstinence as a treatment for high sperm DNA fragmentation: a prospective cohort study","Abstinence",2020,"https://doi.org/10.1007/s10815-020-01999-w","Canada","Infertile",41.1,"table 1","% DNA fragmented","DNA damage","Intra-cellular",0.125,3,0.125,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83312769409475,1.51185789203691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,224,NA,"",NA,NA,NA,NA,"SMD",-1,"Longitudinal","Prospective","",2,"Groups02",0.292136996925122,124.444444444444,0.300901068502181,-0.300901068502181,0.00823421774931382
"RH321","H81","H81A","Three hour abstinence as a treatment for high sperm DNA fragmentation: a prospective cohort study","Abstinence",2020,"https://doi.org/10.1007/s10815-020-01999-w","Canada","Infertile",41.1,"table 1","% progressive motility","Motility","Sperm performance",0.125,3,0.125,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98431348329844,1.98431348329844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,224,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.0710072510660992,124.444444444444,-0.071126953624645,-0.071126953624645,0.00823421774931382
"RH322","H82","H82A","Two subsequent seminal productions: A good strategy to treat very severe oligoasthenoteratozoospermic infertile couples","Abstinence",2021,"https://doi.org/10.1111/andr.13020","Italy","Infertile",37,"table 2","% total motility","Motility","Sperm performance",0.083,3,0.083,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.49,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.33,8.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79125,1.11625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,128,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.29039520401065,71.1111111111111,-0.298997810220253,-0.298997810220253,0.0146818923327896
"RH323","H82","H82A","Two subsequent seminal productions: A good strategy to treat very severe oligoasthenoteratozoospermic infertile couples","Abstinence",2021,"https://doi.org/10.1111/andr.13020","Italy","Infertile",37,"table 2","% progressive","Motility","Sperm performance",0.083,3,0.083,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,128,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.494898673355232,71.1111111111111,-0.542527325269054,-0.542527325269054,0.0146818923327896
"RH324","H82","H82A","Two subsequent seminal productions: A good strategy to treat very severe oligoasthenoteratozoospermic infertile couples","Abstinence",2021,"https://doi.org/10.1111/andr.13020","Italy","Infertile",37,"table 2","% normal morphlology sperm","Morphology","Morphology",0.083,3,0.083,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,6.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88,5.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.735,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,128,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","reproductive outcomes not included coz IVF (thus sperm number not controlled for)",2,"Groups02",-0.184085793453895,71.1111111111111,-0.18620853155312,-0.18620853155312,0.0146818923327896
"RH329","H86","H86A","Within-subject variation of seminal parameters in men with infertile marriages","Abstinence",2007,"https://doi.org/10.1111/j.1365-2605.2006.00727.x","Italy","Infertile",NA,"table 2","% forward motility","Motility","Sperm performance",1,7,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.9,55.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28253701146234,1.23852838852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,506,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",0.0497318493304654,281.111111111111,0.0497729101588999,0.0497729101588999,0.00359568517778666
"RH33","H12","H12A","Characterization of the sperm proteome and reproductive outcomes with in vitro fertilization after a reduction in Male ejaculatory abstinence period","Abstinence",2019,"10.1074/mcp.RA117.000541","China","Infertile",32,"figure 3","Total antioxidant capacity (mM)","Oxidative stress","Intra-cellular",0.04,7,0.08,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0125219806739988,0.0100623058987491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.260770671706159,22.2222222222222,-0.266935130958039,-0.266935130958039,0.0520231213872832
"RH330","H86","H86A","Within-subject variation of seminal parameters in men with infertile marriages","Abstinence",2007,"https://doi.org/10.1111/j.1365-2605.2006.00727.x","Italy","Infertile",NA,"table 2","% rapid forward motility","Motility","Sperm performance",1,7,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41456288028935,2.70338683788631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,506,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",0.05375177261421,281.111111111111,0.0538036300326148,0.0538036300326148,0.00359568517778666
"RH337","H88","H88A","Analysis of semen parameters during 2 weeks of daily ejaculation: a first in humans study","Other",2016,"10.21037/tau.2016.08.20","USA","Healthy",25,"table 1","% motile","Motility","Sperm performance",1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90688837074973,2.68328157299975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","daily ejaculation, so only data from 1st ejaculation with 3-5 days abstinence, and 3rd ejaculation (1 day abstinence) used.",2,"Groups02",-0.0391430685254891,22.2222222222222,-0.0391630783303631,-0.0391630783303631,0.0520231213872832
"RH338","H88","H88A","Analysis of semen parameters during 2 weeks of daily ejaculation: a first in humans study","Other",2016,"10.21037/tau.2016.08.20","USA","Healthy",25,"table 1","% normal morphlology sperm","Morphology","Morphology",1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.559016994374947,1.0285912696499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","daily ejaculation, so only data from 1st ejaculation with 3-5 days abstinence, and 3rd ejaculation (1 day abstinence) used.",2,"Groups02",0.314179645257033,22.2222222222222,0.325176093075395,0.325176093075395,0.0520231213872832
"RH339","H88","H88A","Analysis of semen parameters during 2 weeks of daily ejaculation: a first in humans study","Other",2016,"10.21037/tau.2016.08.20","USA","Healthy",25,"table 1","% DNA fragmented","DNA damage","Intra-cellular",1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67705098312484,1.60996894379985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,NA,"",NA,NA,NA,NA,"SMD",-1,"Longitudinal","Prospective","daily ejaculation, so only data from 1st ejaculation with 3-5 days abstinence, and 3rd ejaculation (1 day abstinence) used.",2,"Groups02",-0.0466114902356347,22.2222222222222,-0.0466452908315437,0.0466452908315437,0.0520231213872832
"RH34","H12","H12A","Characterization of the sperm proteome and reproductive outcomes with in vitro fertilization after a reduction in Male ejaculatory abstinence period","Abstinence",2019,"10.1074/mcp.RA117.000541","China","Infertile",32,"figure 3","DNA fragmentation % sperm","DNA damage","Intra-cellular",0.04,7,0.08,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.87,18.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23,5.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16946355223239,1.30765255324188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,NA,"",NA,NA,NA,NA,"SMD",-1,"Longitudinal","Prospective","",2,"Groups02",0.321982944061393,22.2222222222222,0.333857837417542,-0.333857837417542,0.0520231213872832
"RH340","H88","H88A","Analysis of semen parameters during 2 weeks of daily ejaculation: a first in humans study","Other",2016,"10.21037/tau.2016.08.20","USA","Healthy",25,"table 1","oxidative stress adduct - amount of ROS (uM)","Oxidative stress","Intra-cellular",1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201246117974981,0.491934955049954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,NA,"",NA,NA,NA,NA,"SMD",-1,"Longitudinal","Prospective","daily ejaculation, so only data from 1st ejaculation with 3-5 days abstinence, and 3rd ejaculation (1 day abstinence) used.",2,"Groups02",0,22.2222222222222,0,0,0.0520231213872832
"RH341","H89","H89A","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",35.2,"table 2","% progressive","Motility","Sperm performance",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,30.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,3.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,32,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.122447139645949,17.7777777777778,-0.123064666816361,-0.123064666816361,0.0676691729323308
