Row,Paper,Cohort,Title,Aim,Year,DOI,Country,Condition,Male_age,Data_from,Trait_description,Trait,Broad_trait,Dura_min,Dura_max,Age1,Age2,Age3,Age4,Age5,Age6,Age7,Age8,Age9,Age10,Age11,Age12,Age13,Age14,Age15,Age16,Age17,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,sd_1,sd_2,sd_3,sd_4,sd_5,sd_6,sd_7,sd_8,sd_9,sd_10,sd_11,sd_12,sd_13,sd_14,sd_15,sd_16,sd_17,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,Nsamples_1,Nsamples_2,Nsamples_3,Nsamples_4,N_unique_males,N_total,N_test,Test_stat,Value,SE_beta,CI_low_OR,CI_high_OR,Calculation,Multiplier,Sampling,Study_type,Comments
RH226,H61,H61A,Semen characteristics in consecutive ejaculates with short abstinence in subfertile males,Abstinence,2016,https://doi.org/10.1016/j.rbmo.2015.11.021,UK,Infertile,37,table 1,% normal morphlology sperm,Morphology,Morphology,0.011,7,0.011,4.5,,,,,,,,,,,,,,,,6.2,5.7,,,,,,,,,,,,,,,,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,73,,,,,,,,,,,,,,,,,,,,73,146,,,,,,,SMD,1,Longitudinal,Prospective,
RH227,H61,H61A,Semen characteristics in consecutive ejaculates with short abstinence in subfertile males,Abstinence,2016,https://doi.org/10.1016/j.rbmo.2015.11.021,UK,Infertile,37,table 1,% immotile,Motility,Sperm performance,0.011,7,0.011,4.5,,,,,,,,,,,,,,,,51.6,62.5,,,,,,,,,,,,,,,,15.3,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,73,,,,,,,,,,,,,,,,,,,,73,146,,,,,,,SMD,-1,Longitudinal,Prospective,
RH228,H61,H61A,Semen characteristics in consecutive ejaculates with short abstinence in subfertile males,Abstinence,2016,https://doi.org/10.1016/j.rbmo.2015.11.021,UK,Infertile,37,table 1,% rapid progressive,Motility,Sperm performance,0.011,7,0.011,4.5,,,,,,,,,,,,,,,,26.5,8.8,,,,,,,,,,,,,,,,15.2,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,73,,,,,,,,,,,,,,,,,,,,73,146,,,,,,,SMD,1,Longitudinal,Prospective,
RH229,H62,H62A,Seminal plasma metabolomics profiles following long (4–7 days) and short (2 h) sexual abstinence periods,Abstinence,2021,https://doi.org/10.1016/j.ejogrb.2021.07.024,Denmark,Infertile,33.5,table 1,% progressive,Motility,Sperm performance,0.083,7,0.083,5.5,,,,,,,,,,,,,,,,47,37.33,,,,,,,,,,,,,,,,21.76,25.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,,,,,,,,,,,,,,,,,,,,31,62,,,,,,,SMD,1,Longitudinal,Prospective,
RH23,H10,H10A,Can a short term of repeated ejaculations affect seminal parameters?,Abstinence,2016,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4947206/,Colombia,Healthy,32,Table 1,Total motility,Motility,Sperm performance,0.083,4,0.083,3.5,,,,,,,,,,,,,,,,38.3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,5.3,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,SMD,1,Longitudinal,Prospective,Only first and second samples used
RH230,H62,H62A,Seminal plasma metabolomics profiles following long (4–7 days) and short (2 h) sexual abstinence periods,Abstinence,2021,https://doi.org/10.1016/j.ejogrb.2021.07.024,Denmark,Infertile,33.5,table 1,% immotile,Motility,Sperm performance,0.083,7,0.083,5.5,,,,,,,,,,,,,,,,24.67,35,,,,,,,,,,,,,,,,15.54,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,,,,,,,,,,,,,,,,,,,,31,62,,,,,,,SMD,-1,Longitudinal,Prospective,
RH231,H63,H63A,Short Abstinence May Have Paradoxical Effects On Sperms With Different Level Of  DNA Integrity: A Prospective Study,Abstinence,2021,10.22037/uj.v18i.6515,Iran,Infertile,34.7,table 2,% progressive,Motility,Sperm performance,1,7,1,4.5,,,,,,,,,,,,,,,,38.42,38.76,,,,,,,,,,,,,,,,11.32,11.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,,,,,,,,,,,,,,,,,,,,85,170,,,,,,,SMD,1,Longitudinal,Prospective,
RH232,H63,H63A,Short Abstinence May Have Paradoxical Effects On Sperms With Different Level Of  DNA Integrity: A Prospective Study,Abstinence,2021,10.22037/uj.v18i.6515,Iran,Infertile,34.7,table 2,% immotile,Motility,Sperm performance,1,7,1,4.5,,,,,,,,,,,,,,,,50.08,50.47,,,,,,,,,,,,,,,,9.58,11.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,,,,,,,,,,,,,,,,,,,,85,170,,,,,,,SMD,-1,Longitudinal,Prospective,
RH233,H63,H63A,Short Abstinence May Have Paradoxical Effects On Sperms With Different Level Of  DNA Integrity: A Prospective Study,Abstinence,2021,10.22037/uj.v18i.6515,Iran,Infertile,34.7,table 2,% normal morphlology sperm,Morphology,Morphology,1,7,1,4.5,,,,,,,,,,,,,,,,3.38,3.5,,,,,,,,,,,,,,,,1.43,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,,,,,,,,,,,,,,,,,,,,85,170,,,,,,,SMD,1,Longitudinal,Prospective,
RH234,H63,H63A,Short Abstinence May Have Paradoxical Effects On Sperms With Different Level Of  DNA Integrity: A Prospective Study,Abstinence,2021,10.22037/uj.v18i.6515,Iran,Infertile,34.7,table 2,tunel assay- dna frag %,DNA damage,Intra-cellular,1,7,1,4.5,,,,,,,,,,,,,,,,17.38,20.64,,,,,,,,,,,,,,,,8.59,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,,,,,,,,,,,,,,,,,,,,85,170,,,,,,,SMD,-1,Longitudinal,Prospective,
RH235,H63,H63A,Short Abstinence May Have Paradoxical Effects On Sperms With Different Level Of  DNA Integrity: A Prospective Study,Abstinence,2021,10.22037/uj.v18i.6515,Iran,Infertile,34.7,table 2,cma3 assay- dna frag %,DNA damage,Intra-cellular,1,7,1,4.5,,,,,,,,,,,,,,,,41.92,47.79,,,,,,,,,,,,,,,,18.49,20.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,,,,,,,,,,,,,,,,,,,,85,170,,,,,,,SMD,-1,Longitudinal,Prospective,
RH236,H64,H64A,Short abstinence: A potential strategy for the improvement of sperm quality,Abstinence,2018,https://doi.org/10.1016/j.mefs.2017.07.005,South Africa,Healthy,25,table 1,eosin-negrosin % viable,Viability,Viability,0.167,4,0.167,4,,,,,,,,,,,,,,,,67.34,68.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.78,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,100,200,,,,,,,SMD,1,Longitudinal,Prospective,
RH237,H64,H64A,Short abstinence: A potential strategy for the improvement of sperm quality,Abstinence,2018,https://doi.org/10.1016/j.mefs.2017.07.005,South Africa,Healthy,25,table 1,% normal  morphology ,Morphology,Morphology,0.167,4,0.167,4,,,,,,,,,,,,,,,,17.45,17.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.65,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,100,200,,,,,,,SMD,1,Longitudinal,Prospective,
RH238,H64,H64A,Short abstinence: A potential strategy for the improvement of sperm quality,Abstinence,2018,https://doi.org/10.1016/j.mefs.2017.07.005,South Africa,Healthy,25,table 2,% total motility,Motility,Sperm performance,0.167,4,0.167,4,,,,,,,,,,,,,,,,62.39,58.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,1.51,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,100,200,,,,,,,SMD,1,Longitudinal,Prospective,
RH239,H64,H64A,Short abstinence: A potential strategy for the improvement of sperm quality,Abstinence,2018,https://doi.org/10.1016/j.mefs.2017.07.005,South Africa,Healthy,25,table 2,% progressive,Motility,Sperm performance,0.167,4,0.167,4,,,,,,,,,,,,,,,,49.58,44.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,1.37,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,100,200,,,,,,,SMD,1,Longitudinal,Prospective,
RH24,H10,H10A,Can a short term of repeated ejaculations affect seminal parameters?,Abstinence,2016,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4947206/,Colombia,Healthy,32,Table 1,Progressive,Motility,Sperm performance,0.083,4,0.083,3.5,,,,,,,,,,,,,,,,21.7,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.9,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,SMD,1,Longitudinal,Prospective,Only first and second samples used
RH240,H64,H64A,Short abstinence: A potential strategy for the improvement of sperm quality,Abstinence,2018,https://doi.org/10.1016/j.mefs.2017.07.005,South Africa,Healthy,25,table 2,VCL,Velocity,Sperm performance,0.167,4,0.167,4,,,,,,,,,,,,,,,,81.99,76.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,1.08,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,100,200,,,,,,,SMD,1,Longitudinal,Prospective,
RH241,H64,H64A,Short abstinence: A potential strategy for the improvement of sperm quality,Abstinence,2018,https://doi.org/10.1016/j.mefs.2017.07.005,South Africa,Healthy,25,table 2,VSL,Velocity,Sperm performance,0.167,4,0.167,4,,,,,,,,,,,,,,,,32.9,29.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.5,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,100,200,,,,,,,SMD,1,Longitudinal,Prospective,
RH242,H64,H64A,Short abstinence: A potential strategy for the improvement of sperm quality,Abstinence,2018,https://doi.org/10.1016/j.mefs.2017.07.005,South Africa,Healthy,25,table 2,VAP,Velocity,Sperm performance,0.167,4,0.167,4,,,,,,,,,,,,,,,,53.4,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.59,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,100,200,,,,,,,SMD,1,Longitudinal,Prospective,
RH243,H64,H64A,Short abstinence: A potential strategy for the improvement of sperm quality,Abstinence,2018,https://doi.org/10.1016/j.mefs.2017.07.005,South Africa,Healthy,25,table 3,% DNA fragmented,DNA damage,Intra-cellular,0.167,4,0.167,4,,,,,,,,,,,,,,,,12.68,12.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1.16,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,40,40,,,,,,,SMD,-1,Longitudinal,Prospective,
RH244,H64,H64A,Short abstinence: A potential strategy for the improvement of sperm quality,Abstinence,2018,https://doi.org/10.1016/j.mefs.2017.07.005,South Africa,Healthy,25,table 3,sperm O2- ROS production,Oxidative stress,Intra-cellular,0.167,4,0.167,4,,,,,,,,,,,,,,,,152.64,160.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.45,21.41,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,40,40,,,,,,,SMD,-1,Longitudinal,Prospective,
RH245,H64,H64A,Short abstinence: A potential strategy for the improvement of sperm quality,Abstinence,2018,https://doi.org/10.1016/j.mefs.2017.07.005,South Africa,Healthy,25,table 3,tbars O2- ROS production,Oxidative stress,Intra-cellular,0.167,4,0.167,4,,,,,,,,,,,,,,,,23.8,29.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,3.77,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,40,40,,,,,,,SMD,-1,Longitudinal,Prospective,
RH246,H64,H64A,Short abstinence: A potential strategy for the improvement of sperm quality,Abstinence,2018,https://doi.org/10.1016/j.mefs.2017.07.005,South Africa,Healthy,25,table 3,catalase O2- ANTIOXIDANT production,Oxidative stress,Intra-cellular,0.167,4,0.167,4,,,,,,,,,,,,,,,,36.97,34.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,2.01,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,40,40,,,,,,,SMD,1,Longitudinal,Prospective,
RH247,H64,H64A,Short abstinence: A potential strategy for the improvement of sperm quality,Abstinence,2018,https://doi.org/10.1016/j.mefs.2017.07.005,South Africa,Healthy,25,table 3,sod O2- ANTIOXIDANT production,Oxidative stress,Intra-cellular,0.167,4,0.167,4,,,,,,,,,,,,,,,,4.31,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.26,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,40,40,,,,,,,SMD,1,Longitudinal,Prospective,
RH25,H10,H10A,Can a short term of repeated ejaculations affect seminal parameters?,Abstinence,2016,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4947206/,Colombia,Healthy,32,Table 1,% viable,Viability,Viability,0.083,4,0.083,3.5,,,,,,,,,,,,,,,,50.7,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13.4,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,SMD,1,Longitudinal,Prospective,Only first and second samples used
RH255,H66,H66A,Shorter abstinence decreases sperm deoxyribonucleic acid fragmentation in ejaculate,Abstinence,2011,https://doi.org/10.1016/j.fertnstert.2011.08.027,Spain,Healthy,30,figure 3,% DNA fragmented,DNA damage,Intra-cellular,1,4,1,4,,,,,,,,,,,,,,,,19.31,27.72,,,,,,,,,,,,,,,,11.19,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,,,,,,,,,,,,,,,,,,,,21,42,,,,,,,SMD,-1,Longitudinal,Prospective,medians and IQR converted to means and SD
RH256,H66,H66B,Shorter abstinence decreases sperm deoxyribonucleic acid fragmentation in ejaculate,Abstinence,2011,https://doi.org/10.1016/j.fertnstert.2011.08.027,Spain,Healthy,22.5,figure 3,% DNA fragmented,DNA damage,Intra-cellular,0.125,4,0.125,4,,,,,,,,,,,,,,,,20.55,22.25,,,,,,,,,,,,,,,,9.27,10.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,,,,,,,,,,,12,24,,,,,,,SMD,-1,Longitudinal,Prospective,st3 data excluded because it has centrifuged sperm undergoing sperm selection of normal sperm
RH257,H67,H67A,Improvement of sperm motility by short-interval sequential ejaculation in oligoasthenozoospermic patients,Abstinence,2008,https://www.semanticscholar.org/paper/Improvement-of-sperm-motility-by-short-interval-in-Sugiyam-Nakagawa/9f0fa3b5390859ffdf98d836723600afe96da296,Japan,Infertile,39.1,table 1,% motile,Motility,Sperm performance,0.008,5,0.025,4,,,,,,,,,,,,,,,,35.2,24.3,,,,,,,,,,,,,,,,13.3,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,,,,,,,,,,,,,,,,,,,,22,44,,,,,,,SMD,1,Longitudinal,Prospective,
RH259,H67,H67A,Improvement of sperm motility by short-interval sequential ejaculation in oligoasthenozoospermic patients,Abstinence,2008,https://www.semanticscholar.org/paper/Improvement-of-sperm-motility-by-short-interval-in-Sugiyam-Nakagawa/9f0fa3b5390859ffdf98d836723600afe96da296,Japan,Infertile,39.1,table 2,embryo score,Embryo quality,Fertilisation and post-fertilisation,0.008,5,0.025,4,,,,,,,,,,,,,,,,6.1,5.9,,,,,,,,,,,,,,,,6.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,,,,,,,,,,,,,,,,38,30,,,22,44,,,,,,,SMD,1,Longitudinal,Prospective,
RH26,H10,H10A,Can a short term of repeated ejaculations affect seminal parameters?,Abstinence,2016,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4947206/,Colombia,Healthy,32,table 2,Reactive oxygen species,Oxidative stress,Intra-cellular,0.083,4,0.083,3.5,,,,,,,,,,,,,,,,56.6,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,11.3,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,SMD,-1,Longitudinal,Prospective,Only first and second samples used
RH27,H10,H10A,Can a short term of repeated ejaculations affect seminal parameters?,Abstinence,2016,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4947206/,Colombia,Healthy,32,table 2,DNA fragmentation % sperm,DNA damage,Intra-cellular,0.083,4,0.083,3.5,,,,,,,,,,,,,,,,27.5,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,7,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,SMD,-1,Longitudinal,Prospective,Only first and second samples used
RH28,H11,H11A,Changes in Seminal Parameters of Ejaculates after Repeated Ejaculation,Abstinence,1988,https://doi.org/10.1111/j.1439-0272.1988.tb02363.x,Czech Republic,Infertile,31,table 1,Total motility,Motility,Sperm performance,0.04,6,0.04,4.5,,,,,,,,,,,,,,,,59.91,59.7,,,,,,,,,,,,,,,,15.9,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,107,,,,,,,,,,,,,,,,,,,,107,214,,,,,,,SMD,1,Longitudinal,Prospective,
RH282,H70,H70A,Sperm Parameters before and after Swim-Up of a Second Ejaculate after a Short Period of Abstinence,Abstinence,2020,https://doi.org/10.3390/jcm9041029,Italy,Infertile,38,table 1,% total motility,Motility,Sperm performance,0.042,7,0.042,4.5,,,,,,,,,,,,,,,,71.8,70,,,,,,,,,,,,,,,,9.4,6.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,,,,,,,,,,,,,,,,,,,30,60,,,,,,,SMD,1,Longitudinal,Prospective,only fresh ejaculate used
RH283,H70,H70A,Sperm Parameters before and after Swim-Up of a Second Ejaculate after a Short Period of Abstinence,Abstinence,2020,https://doi.org/10.3390/jcm9041029,Italy,Infertile,38,table 1,% progressive,Motility,Sperm performance,0.042,7,0.042,4.5,,,,,,,,,,,,,,,,47.1,46.7,,,,,,,,,,,,,,,,12.8,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,,,,,,,,,,,,,,,,,,,30,60,,,,,,,SMD,1,Longitudinal,Prospective,only fresh ejaculate used
RH284,H70,H70A,Sperm Parameters before and after Swim-Up of a Second Ejaculate after a Short Period of Abstinence,Abstinence,2020,https://doi.org/10.3390/jcm9041029,Italy,Infertile,38,table 1,% normal morphlology sperm,Morphology,Morphology,0.042,7,0.042,4.5,,,,,,,,,,,,,,,,22.4,20.4,,,,,,,,,,,,,,,,7.8,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,,,,,,,,,,,,,,,,,,,30,60,,,,,,,SMD,1,Longitudinal,Prospective,only fresh ejaculate used
RH285,H70,H70A,Sperm Parameters before and after Swim-Up of a Second Ejaculate after a Short Period of Abstinence,Abstinence,2020,https://doi.org/10.3390/jcm9041029,Italy,Infertile,38,table 1,% DNA fragmented,DNA damage,Intra-cellular,0.042,7,0.042,4.5,,,,,,,,,,,,,,,,13.6,14.8,,,,,,,,,,,,,,,,9.6,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,,,,,,,,,,,,,,,,,,,30,60,,,,,,,SMD,-1,Longitudinal,Prospective,only fresh ejaculate used
RH286,H70,H70B,Sperm Parameters before and after Swim-Up of a Second Ejaculate after a Short Period of Abstinence,Abstinence,2020,https://doi.org/10.3390/jcm9041029,Italy,Infertile,37,table 2,% total motility,Motility,Sperm performance,0.042,7,0.042,4.5,,,,,,,,,,,,,,,,49.4,34.8,,,,,,,,,,,,,,,,15.2,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,,,,,,,,,,,,,,,,,,,,35,70,,,,,,,SMD,1,Longitudinal,Prospective,only fresh ejaculate used
RH287,H70,H70B,Sperm Parameters before and after Swim-Up of a Second Ejaculate after a Short Period of Abstinence,Abstinence,2020,https://doi.org/10.3390/jcm9041029,Italy,Infertile,37,table 2,% progressive,Motility,Sperm performance,0.042,7,0.042,4.5,,,,,,,,,,,,,,,,27.5,16.9,,,,,,,,,,,,,,,,10.6,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,,,,,,,,,,,,,,,,,,,,35,70,,,,,,,SMD,1,Longitudinal,Prospective,only fresh ejaculate used
RH288,H70,H70B,Sperm Parameters before and after Swim-Up of a Second Ejaculate after a Short Period of Abstinence,Abstinence,2020,https://doi.org/10.3390/jcm9041029,Italy,Infertile,37,table 2,% normal morphlology sperm,Morphology,Morphology,0.042,7,0.042,4.5,,,,,,,,,,,,,,,,15.6,13,,,,,,,,,,,,,,,,8.5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,,,,,,,,,,,,,,,,,,,,35,70,,,,,,,SMD,1,Longitudinal,Prospective,only fresh ejaculate used
RH289,H70,H70B,Sperm Parameters before and after Swim-Up of a Second Ejaculate after a Short Period of Abstinence,Abstinence,2020,https://doi.org/10.3390/jcm9041029,Italy,Infertile,37,table 2,% DNA fragmented,DNA damage,Intra-cellular,0.042,7,0.042,4.5,,,,,,,,,,,,,,,,25.2,28.3,,,,,,,,,,,,,,,,16,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,,,,,,,,,,,,,,,,,,,,35,70,,,,,,,SMD,-1,Longitudinal,Prospective,only fresh ejaculate used
RH29,H11,H11A,Changes in Seminal Parameters of Ejaculates after Repeated Ejaculation,Abstinence,1988,https://doi.org/10.1111/j.1439-0272.1988.tb02363.x,Czech Republic,Infertile,31,table 1,,Velocity,Sperm performance,0.04,6,0.04,4.5,,,,,,,,,,,,,,,,21.6,29.9,,,,,,,,,,,,,,,,13.6,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,107,,,,,,,,,,,,,,,,,,,,107,214,,,,,,,SMD,1,Longitudinal,Prospective,
RH292,H72,H72A,Successful cryptozoospermia management with multiple semen specimen collection,Abstinence,2023,https://doi.org/10.1016/j.fertnstert.2023.07.019,USA,Infertile,34,table 3a,% total motility,Motility,Sperm performance,1,5,1,4,,,,,,,,,,,,,,,,33,30.33,,,,,,,,,,,,,,,,30.01,32.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,,,,,,,,,,,,,,,,,,,,39,78,,,,,,,SMD,1,Longitudinal,Prospective,"data from table 3b excluded because it selects the ""best sample"" from the short and long abstinence days, thus might bias the results"
RH293,H72,H72A,Successful cryptozoospermia management with multiple semen specimen collection,Abstinence,2023,https://doi.org/10.1016/j.fertnstert.2023.07.019,USA,Infertile,34,table 3c,% total motility,Motility,Sperm performance,0.042,1,0.042,1,,,,,,,,,,,,,,,,28.33,32,,,,,,,,,,,,,,,,37.92,31.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,,,,,,,,,,,,,,,,,,,,34,68,,,,,,,SMD,1,Longitudinal,Prospective,"data from table 3b excluded because it selects the ""best sample"" from the short and long abstinence days, thus might bias the results"
RH30,H11,H11A,Changes in Seminal Parameters of Ejaculates after Repeated Ejaculation,Abstinence,1988,https://doi.org/10.1111/j.1439-0272.1988.tb02363.x,Czech Republic,Infertile,31,table 1,% abnormal,Morphology,Morphology,0.04,6,0.04,4.5,,,,,,,,,,,,,,,,68.7,66.51,,,,,,,,,,,,,,,,15.2,15.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,107,,,,,,,,,,,,,,,,,,,,107,214,,,,,,,SMD,-1,Longitudinal,Prospective,
RH302,H77,H77A,"The Effects of Short Abstinence Time on Sperm Motility, Morphology and DNA mDamage",Abstinence,2013,https://www.longdom.org/open-access/the-effects-of-short-abstinence-time-on-sperm-motility-morphology-and-dna-mdamage-8569.html,Thailand,Healthy,22.8,table 2,% total motility,Motility,Sperm performance,0.75,4,1,4,,,,,,,,,,,,,,,,65.3,60.8,,,,,,,,,,,,,,,,14.3,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,57,,,,,,,,,,,,,,,,,,,,57,114,,,,,,,SMD,1,Longitudinal,Prospective,
RH303,H77,H77A,"The Effects of Short Abstinence Time on Sperm Motility, Morphology and DNA mDamage",Abstinence,2013,https://www.longdom.org/open-access/the-effects-of-short-abstinence-time-on-sperm-motility-morphology-and-dna-mdamage-8569.html,Thailand,Healthy,22.8,table 2,% normal morphlology sperm,Morphology,Morphology,0.75,4,1,4,,,,,,,,,,,,,,,,14.9,16.7,,,,,,,,,,,,,,,,5.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,57,,,,,,,,,,,,,,,,,,,,57,114,,,,,,,SMD,1,Longitudinal,Prospective,
RH304,H77,H77A,"The Effects of Short Abstinence Time on Sperm Motility, Morphology and DNA mDamage",Abstinence,2013,https://www.longdom.org/open-access/the-effects-of-short-abstinence-time-on-sperm-motility-morphology-and-dna-mdamage-8569.html,Thailand,Healthy,22.8,table 2,tunel index- dna frag %,DNA damage,Intra-cellular,0.75,4,1,4,,,,,,,,,,,,,,,,4.6,10.5,,,,,,,,,,,,,,,,2.5,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,57,,,,,,,,,,,,,,,,,,,,57,114,,,,,,,SMD,-1,Longitudinal,Prospective,
RH305,H77,H77A,"The Effects of Short Abstinence Time on Sperm Motility, Morphology and DNA mDamage",Abstinence,2013,https://www.longdom.org/open-access/the-effects-of-short-abstinence-time-on-sperm-motility-morphology-and-dna-mdamage-8569.html,Thailand,Healthy,22.8,table 3,% total motility,Motility,Sperm performance,0.75,5,1,3.5,,,,,,,,,,,,,,,,65.3,62.4,,,,,,,,,,,,,,,,14.3,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,57,,,,,,,,,,,,,,,,,,,,57,114,,,,,,,SMD,1,Longitudinal,Prospective,
RH306,H77,H77A,"The Effects of Short Abstinence Time on Sperm Motility, Morphology and DNA mDamage",Abstinence,2013,https://www.longdom.org/open-access/the-effects-of-short-abstinence-time-on-sperm-motility-morphology-and-dna-mdamage-8569.html,Thailand,Healthy,22.8,table 3,% normal morphlology sperm,Morphology,Morphology,0.75,5,1,3.5,,,,,,,,,,,,,,,,14.9,17.2,,,,,,,,,,,,,,,,5.6,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,57,,,,,,,,,,,,,,,,,,,,57,114,,,,,,,SMD,1,Longitudinal,Prospective,
RH307,H77,H77A,"The Effects of Short Abstinence Time on Sperm Motility, Morphology and DNA mDamage",Abstinence,2013,https://www.longdom.org/open-access/the-effects-of-short-abstinence-time-on-sperm-motility-morphology-and-dna-mdamage-8569.html,Thailand,Healthy,22.8,table 3,tunel index- dna frag %,DNA damage,Intra-cellular,0.75,5,1,3.5,,,,,,,,,,,,,,,,4.6,9.8,,,,,,,,,,,,,,,,2.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,57,,,,,,,,,,,,,,,,,,,,57,114,,,,,,,SMD,-1,Longitudinal,Prospective,
